-117.290000,32.810000,35.000000,1878.000000,308.000000,598.000000,257.000000,6.955300,500001.000000
-117.260000,32.800000,30.000000,1446.000000,385.000000,650.000000,344.000000,3.744000,450000.000000
-117.240000,32.810000,33.000000,1588.000000,289.000000,683.000000,301.000000,5.410300,332400.000000
-117.240000,32.810000,34.000000,2420.000000,391.000000,917.000000,392.000000,6.588100,394400.000000
-117.250000,32.810000,39.000000,1846.000000,350.000000,765.000000,329.000000,3.918700,311900.000000
-117.270000,32.840000,34.000000,1655.000000,450.000000,870.000000,411.000000,3.210900,376000.000000
-117.280000,32.840000,41.000000,1420.000000,338.000000,640.000000,314.000000,2.930600,360300.000000
-117.270000,32.830000,39.000000,1877.000000,426.000000,805.000000,409.000000,3.875000,410000.000000
-117.280000,32.830000,34.000000,2392.000000,653.000000,933.000000,619.000000,3.730600,500000.000000
-117.310000,32.830000,38.000000,2367.000000,480.000000,891.000000,428.000000,4.147700,500001.000000
-117.270000,32.820000,35.000000,2908.000000,595.000000,1068.000000,529.000000,4.179300,500001.000000
-117.270000,32.820000,42.000000,2820.000000,488.000000,1175.000000,500.000000,4.508300,405200.000000
-117.310000,32.820000,42.000000,2785.000000,389.000000,833.000000,333.000000,11.307400,500001.000000
-117.270000,32.850000,34.000000,2105.000000,444.000000,780.000000,406.000000,2.318700,488900.000000
-117.280000,32.840000,21.000000,2455.000000,660.000000,1015.000000,597.000000,3.759600,381300.000000
-117.270000,32.850000,26.000000,1373.000000,336.000000,608.000000,268.000000,4.425000,475000.000000
-117.300000,32.850000,28.000000,2334.000000,694.000000,770.000000,552.000000,3.132400,500001.000000
-117.230000,32.810000,24.000000,3271.000000,508.000000,1496.000000,482.000000,5.935900,422200.000000
-117.230000,32.810000,22.000000,3205.000000,429.000000,1083.000000,410.000000,8.184400,406300.000000
-117.240000,32.820000,20.000000,2467.000000,332.000000,731.000000,335.000000,7.255900,392300.000000
-117.250000,32.840000,19.000000,1759.000000,214.000000,659.000000,195.000000,10.775100,500001.000000
-117.260000,32.850000,30.000000,3652.000000,499.000000,978.000000,462.000000,8.237400,500001.000000
-117.250000,32.830000,17.000000,2075.000000,262.000000,704.000000,241.000000,10.952900,500001.000000
-117.270000,32.840000,26.000000,3940.000000,657.000000,1180.000000,600.000000,6.102500,500001.000000
-117.230000,32.880000,18.000000,5566.000000,1465.000000,6303.000000,1458.000000,1.858000,205000.000000
-117.220000,32.850000,26.000000,1647.000000,261.000000,694.000000,259.000000,4.687500,274400.000000
-117.220000,32.840000,19.000000,2691.000000,347.000000,1154.000000,366.000000,8.051000,363600.000000
-117.230000,32.850000,25.000000,4229.000000,601.000000,1634.000000,574.000000,6.395500,316700.000000
-117.210000,32.860000,24.000000,3596.000000,494.000000,1573.000000,492.000000,6.538200,326000.000000
-117.210000,32.860000,26.000000,1352.000000,202.000000,654.000000,217.000000,5.369300,260700.000000
-117.210000,32.850000,15.000000,2593.000000,521.000000,901.000000,456.000000,4.206500,277800.000000
-117.210000,32.850000,26.000000,2012.000000,315.000000,872.000000,335.000000,5.406700,277500.000000
-117.240000,32.830000,18.000000,3109.000000,501.000000,949.000000,368.000000,7.435100,445700.000000
-117.250000,32.820000,19.000000,5255.000000,762.000000,1773.000000,725.000000,7.801300,474000.000000
-117.250000,32.820000,23.000000,6139.000000,826.000000,2036.000000,807.000000,9.524500,500001.000000
-117.260000,32.830000,24.000000,1663.000000,199.000000,578.000000,187.000000,10.772100,500001.000000
-117.260000,32.820000,34.000000,5846.000000,785.000000,1817.000000,747.000000,8.496000,500001.000000
-117.270000,32.830000,35.000000,1420.000000,193.000000,469.000000,177.000000,8.063900,500001.000000
-117.290000,32.920000,25.000000,2355.000000,381.000000,823.000000,358.000000,6.832200,500001.000000
-117.250000,32.860000,30.000000,1670.000000,219.000000,606.000000,202.000000,12.442900,500001.000000
-117.250000,32.860000,25.000000,2911.000000,533.000000,1137.000000,499.000000,5.102300,500001.000000
-117.250000,32.860000,27.000000,2530.000000,469.000000,594.000000,326.000000,7.282100,500001.000000
-117.260000,32.850000,42.000000,1761.000000,329.000000,480.000000,255.000000,5.378700,500001.000000
-117.240000,32.850000,18.000000,3117.000000,475.000000,904.000000,368.000000,6.758700,388500.000000
-117.240000,32.850000,22.000000,3479.000000,448.000000,1252.000000,440.000000,10.070700,500001.000000
-117.190000,32.860000,18.000000,4231.000000,728.000000,2030.000000,720.000000,6.180500,272400.000000
-117.190000,32.860000,19.000000,3716.000000,563.000000,1788.000000,587.000000,5.211300,267400.000000
-117.200000,32.850000,22.000000,3501.000000,631.000000,1297.000000,581.000000,4.789100,295300.000000
-117.200000,32.850000,26.000000,2298.000000,549.000000,980.000000,555.000000,2.420700,213500.000000
-117.190000,32.850000,15.000000,2895.000000,498.000000,1164.000000,443.000000,5.102000,417500.000000
-117.230000,32.870000,15.000000,2290.000000,662.000000,1034.000000,594.000000,3.010400,204200.000000
-117.230000,32.860000,16.000000,1675.000000,354.000000,604.000000,332.000000,5.232600,188300.000000
-117.230000,32.860000,15.000000,1199.000000,301.000000,510.000000,296.000000,3.608300,180100.000000
-117.230000,32.860000,15.000000,1703.000000,320.000000,587.000000,282.000000,5.085500,209800.000000
-117.230000,32.860000,16.000000,1200.000000,468.000000,648.000000,443.000000,3.045000,100000.000000
-117.230000,32.870000,11.000000,3123.000000,740.000000,1223.000000,634.000000,5.417000,196800.000000
-117.210000,32.860000,16.000000,2800.000000,566.000000,1267.000000,518.000000,3.279400,148600.000000
-117.220000,32.870000,14.000000,3512.000000,807.000000,1835.000000,792.000000,3.350000,171000.000000
-117.220000,32.860000,4.000000,16289.000000,4585.000000,7604.000000,4176.000000,3.628700,280800.000000
-117.220000,32.870000,5.000000,3511.000000,1008.000000,1599.000000,918.000000,3.854200,176600.000000
-117.210000,32.890000,14.000000,3114.000000,773.000000,1592.000000,776.000000,3.317600,156100.000000
-117.200000,32.860000,4.000000,4308.000000,1095.000000,1923.000000,932.000000,3.935600,267000.000000
-117.210000,32.870000,12.000000,1428.000000,303.000000,528.000000,269.000000,4.142900,254400.000000
-117.150000,32.910000,15.000000,1613.000000,303.000000,702.000000,240.000000,4.875000,169300.000000
-117.150000,32.910000,14.000000,1259.000000,238.000000,889.000000,247.000000,4.946400,174800.000000
-117.160000,32.910000,5.000000,1619.000000,272.000000,1063.000000,296.000000,6.089100,214600.000000
-117.150000,32.910000,10.000000,2349.000000,431.000000,1598.000000,435.000000,4.822900,183200.000000
-117.150000,32.900000,12.000000,1681.000000,381.000000,1050.000000,362.000000,4.200800,176100.000000
-117.160000,32.890000,5.000000,8576.000000,1952.000000,5006.000000,1827.000000,4.359800,189100.000000
-117.120000,32.910000,8.000000,3405.000000,961.000000,1742.000000,918.000000,2.872800,114600.000000
-117.130000,32.910000,15.000000,1450.000000,266.000000,747.000000,290.000000,3.611100,196300.000000
-117.130000,32.910000,16.000000,3230.000000,579.000000,1825.000000,576.000000,4.296900,151200.000000
-117.130000,32.910000,16.000000,2715.000000,581.000000,1619.000000,584.000000,4.000000,154700.000000
-117.140000,32.910000,14.000000,3014.000000,710.000000,2165.000000,705.000000,3.783700,160300.000000
-117.140000,32.900000,16.000000,3217.000000,716.000000,2054.000000,687.000000,4.223400,162100.000000
-117.130000,32.900000,15.000000,2785.000000,644.000000,1798.000000,630.000000,3.715600,175200.000000
-117.120000,32.900000,14.000000,3249.000000,937.000000,1929.000000,838.000000,2.858800,92500.000000
-117.120000,32.900000,13.000000,1743.000000,363.000000,854.000000,353.000000,4.666700,138200.000000
-117.130000,32.920000,16.000000,2173.000000,399.000000,1460.000000,393.000000,4.261400,169600.000000
-117.130000,32.920000,17.000000,1481.000000,315.000000,1002.000000,300.000000,3.619600,163400.000000
-117.140000,32.920000,7.000000,1308.000000,418.000000,766.000000,390.000000,3.215100,106300.000000
-117.140000,32.920000,6.000000,3069.000000,750.000000,1541.000000,736.000000,3.814000,132500.000000
-117.140000,32.920000,15.000000,3242.000000,595.000000,1936.000000,593.000000,4.970600,184700.000000
-117.130000,32.920000,16.000000,1580.000000,241.000000,917.000000,261.000000,4.726600,191100.000000
-117.130000,32.920000,16.000000,1565.000000,257.000000,893.000000,239.000000,5.503600,192300.000000
-117.130000,32.940000,15.000000,4846.000000,825.000000,2797.000000,823.000000,4.937500,180400.000000
-117.130000,32.930000,16.000000,2918.000000,444.000000,1697.000000,444.000000,5.306200,195500.000000
-117.140000,32.930000,14.000000,1946.000000,463.000000,1205.000000,390.000000,4.210900,171200.000000
-117.140000,32.930000,12.000000,1474.000000,364.000000,1009.000000,372.000000,4.052100,166700.000000
-117.140000,32.930000,16.000000,2412.000000,419.000000,1612.000000,422.000000,4.508600,171100.000000
-117.120000,32.930000,7.000000,1427.000000,243.000000,927.000000,239.000000,5.362500,218900.000000
-117.150000,32.930000,16.000000,2718.000000,438.000000,1515.000000,431.000000,5.143300,185300.000000
-117.140000,32.920000,15.000000,1558.000000,314.000000,949.000000,332.000000,5.286400,174400.000000
-117.150000,32.920000,16.000000,1972.000000,402.000000,1377.000000,413.000000,4.461500,168300.000000
-117.150000,32.920000,16.000000,2366.000000,392.000000,1482.000000,407.000000,4.902400,182900.000000
-117.150000,32.920000,16.000000,2969.000000,514.000000,1594.000000,465.000000,4.522100,168300.000000
-117.180000,32.920000,4.000000,15025.000000,2616.000000,7560.000000,2392.000000,5.196000,210700.000000
-117.250000,32.960000,18.000000,4773.000000,743.000000,1970.000000,716.000000,6.619900,406200.000000
-117.260000,32.950000,15.000000,1036.000000,149.000000,395.000000,157.000000,5.834300,500001.000000
-117.260000,32.950000,15.000000,1882.000000,233.000000,704.000000,219.000000,6.979400,500001.000000
-117.250000,32.940000,16.000000,4755.000000,807.000000,1829.000000,756.000000,6.769400,425900.000000
